ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside,XClick1X,XClick2X,XClick3X,XClick4X,XClick1Y,XClick2Y,XClick3Y,XClick4Y
000780f791b71252,xclick,Bus,1,0.0,0.99875,0.0,0.998333,0,1,0,0,0,0.24125,0.0,0.54625,0.99875,0.0,0.34,0.998333,0.556667
0007eeeabf3c5e5c,xclick,Bus,1,0.156875,0.720625,0.252222,0.733333,0,0,0,0,0,0.60625,0.156875,0.720625,0.375625,0.252222,0.6055560000000001,0.6644439999999999,0.733333
0007eeeabf3c5e5c,xclick,Bus,1,0.620625,0.999375,0.406667,0.647778,1,1,0,0,0,0.92,0.999375,0.871875,0.620625,0.406667,0.45888900000000005,0.647778,0.43222200000000005
000812dcf304a8e7,xclick,Bus,1,0.059375,0.84875,0.029936,0.9586600000000001,0,0,0,0,0,0.4925,0.84875,0.184375,0.059375,0.029936,0.310763,0.9586600000000001,0.44476099999999996
000817a6f6819e73,xclick,Truck,1,0.05,0.589375,0.18574100000000002,0.822702,1,0,0,0,0,0.375,0.05,0.589375,0.444375,0.18574100000000002,0.333959,0.40525300000000003,0.822702
000924a411c24d25,activemil,Bus,1,0.25,0.7325,0.21013099999999998,0.8658540000000001,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
000924a411c24d25,xclick,Bus,1,0.0,0.086875,0.42964399999999997,0.702627,1,1,0,0,0,0.033125,0.086875,0.00875,0.0,0.42964399999999997,0.63227,0.702627,0.636023
000924a411c24d25,xclick,Bus,1,0.09375,0.27625,0.366792,0.669794,1,0,0,0,0,0.275,0.09375,0.156875,0.27625,0.366792,0.515009,0.669794,0.381801
000924a411c24d25,xclick,Bus,1,0.72125,0.9425,0.46998100000000004,0.634146,1,0,0,0,0,0.865625,0.896875,0.72125,0.9425,0.46998100000000004,0.634146,0.48968100000000003,0.541276
000924a411c24d25,xclick,Bus,1,0.77,0.999375,0.4803,0.63227,1,1,0,0,0,0.953125,0.98375,0.999375,0.77,0.4803,0.63227,0.5816140000000001,0.48968100000000003
0009b74be294a699,xclick,Bus,1,0.30125,0.40875,0.469167,0.618333,1,0,0,0,0,0.3625,0.40875,0.3725,0.30125,0.469167,0.545,0.618333,0.520833
0009da46ef64adb7,xclick,Bus,1,0.536875,0.759375,0.487331,0.798986,1,0,0,0,0,0.694375,0.759375,0.741875,0.536875,0.487331,0.608108,0.798986,0.6342909999999999
0009ebddec6542a5,xclick,Truck,1,0.06375,0.441875,0.590068,0.8831549999999999,0,0,0,1,0,0.2675,0.06375,0.1675,0.441875,0.590068,0.593963,0.8831549999999999,0.711782
0009ebddec6542a5,xclick,Truck,1,0.24,0.745,0.06621200000000001,0.521908,0,0,0,1,0,0.41625,0.745,0.38125,0.24,0.06621200000000001,0.255112,0.521908,0.339825
0009ebddec6542a5,xclick,Truck,1,0.47125,0.919375,0.639727,0.875365,0,0,0,1,0,0.47125,0.58125,0.919375,0.67,0.765336,0.639727,0.725414,0.875365
000d2e3d33b18463,xclick,Bus,1,0.0,0.214844,0.448611,0.856944,0,1,0,0,0,0.0015630000000000002,0.0,0.042969,0.214844,0.448611,0.659722,0.856944,0.673611
000e83dc68db5ca8,xclick,Bus,1,0.0,0.999375,0.0,0.88,0,1,0,0,0,0.641875,0.999375,0.59,0.0,0.0,0.509167,0.88,0.315
001017b68b67625c,xclick,Truck,1,0.670932,0.711152,0.509756,0.556098,1,0,0,0,0,0.670932,0.696527,0.711152,0.681901,0.521951,0.509756,0.5292680000000001,0.556098
001017b68b67625c,xclick,Truck,1,0.826325,0.998172,0.792683,0.9121950000000001,1,0,0,0,0,0.90128,0.998172,0.826325,0.961609,0.792683,0.8536590000000001,0.809756,0.9121950000000001
00118c8deaacd309,xclick,Bus,1,0.0,0.30875,0.35,0.673333,0,1,0,0,0,0.09125,0.10625,0.0,0.30875,0.35,0.673333,0.538333,0.485
0011d11a6a5ab5ad,xclick,Bus,1,0.03125,0.4025,0.114452,0.392823,0,0,0,0,0,0.23625,0.4025,0.221875,0.03125,0.114452,0.28904,0.392823,0.341416
0011d11a6a5ab5ad,xclick,Truck,1,0.331875,0.918125,0.13579000000000002,0.953443,0,0,0,0,0,0.841875,0.918125,0.701875,0.331875,0.13579000000000002,0.18428699999999998,0.953443,0.43646899999999994
00120856d5e5a192,xclick,Truck,1,0.031875,0.94875,0.21,0.955833,1,0,0,0,0,0.48125,0.031875,0.620625,0.94875,0.21,0.690833,0.955833,0.650833
00120856d5e5a192,xclick,Truck,1,0.264375,0.720625,0.290833,0.421667,0,0,0,0,0,0.658125,0.264375,0.66625,0.720625,0.290833,0.421667,0.42,0.375
00120856d5e5a192,xclick,Truck,1,0.86375,0.93625,0.36,0.484167,0,0,0,0,0,0.9075,0.86375,0.90875,0.93625,0.36,0.416667,0.484167,0.411667
00120856d5e5a192,xclick,Truck,1,0.89375,0.999375,0.340833,0.476667,0,0,0,0,0,0.961875,0.89375,0.999375,0.999375,0.340833,0.423333,0.476667,0.423333
00121be7c1e76f83,xclick,Bus,1,0.27625,0.620625,0.3975,0.628333,1,0,0,0,0,0.488125,0.528125,0.620625,0.27625,0.3975,0.628333,0.5341670000000001,0.521667
00121be7c1e76f83,xclick,Bus,1,0.73,0.999375,0.3925,0.610833,0,1,0,0,0,0.88625,0.999375,0.813125,0.73,0.3925,0.501667,0.610833,0.514167
0015ed86d644a332,xclick,Bus,1,0.00375,0.2125,0.40912800000000005,0.904646,0,1,0,0,0,0.07,0.00375,0.2125,0.165,0.40912800000000005,0.503667,0.542787,0.904646
0015ed86d644a332,xclick,Bus,1,0.31,0.95,0.38956799999999997,0.895681,0,0,0,0,0,0.7575,0.95,0.6375,0.31,0.38956799999999997,0.506927,0.895681,0.647922
0015ed86d644a332,xclick,Bus,1,0.57625,0.839375,0.321108,0.41401800000000005,1,0,0,0,0,0.704375,0.655625,0.57625,0.839375,0.321108,0.41401800000000005,0.383048,0.331703
00166578c691cd43,xclick,Bus,1,0.150833,0.805833,0.2725,0.73125,0,0,0,0,0,0.704167,0.805833,0.724167,0.150833,0.2725,0.40125,0.73125,0.4
00192c1070c51ae3,xclick,Bus,1,0.27125,0.835,0.093809,0.8283299999999999,0,0,0,0,0,0.525,0.6125,0.27125,0.835,0.093809,0.8283299999999999,0.712946,0.606942
001ae662d690368e,xclick,Truck,1,0.091205,0.284039,0.365451,0.599826,1,0,0,0,0,0.19739400000000001,0.091205,0.143322,0.284039,0.365451,0.534722,0.599826,0.46527799999999997
001ae662d690368e,xclick,Truck,1,0.121824,0.896417,0.41058999999999996,0.776042,0,0,0,0,0,0.560261,0.896417,0.121824,0.26514699999999997,0.41058999999999996,0.601562,0.639757,0.776042
001ae662d690368e,xclick,Truck,1,0.26905500000000004,0.496417,0.244792,0.368924,1,0,0,0,0,0.38240999999999997,0.26905500000000004,0.371336,0.496417,0.244792,0.334201,0.368924,0.302951
001ae662d690368e,xclick,Truck,1,0.42280100000000004,0.549837,0.309896,0.365451,1,0,0,0,0,0.49772,0.42280100000000004,0.48208500000000004,0.549837,0.309896,0.346354,0.365451,0.315104
001ae662d690368e,xclick,Truck,1,0.5394140000000001,0.626059,0.313368,0.367188,1,0,0,0,0,0.55114,0.611726,0.626059,0.5394140000000001,0.313368,0.363715,0.367188,0.365451
001ae662d690368e,xclick,Truck,1,0.627362,0.721824,0.299479,0.361979,1,0,0,0,0,0.6625409999999999,0.627362,0.6749189999999999,0.721824,0.299479,0.346354,0.361979,0.332465
001bdbbf7a3ac993,xclick,Bus,1,0.0,0.9825,0.0175,0.999167,0,1,0,0,0,0.32875,0.0,0.585,0.9825,0.0175,0.240833,0.999167,0.5283329999999999
001ca84e28488f7a,xclick,Bus,1,0.250625,0.999375,0.0,0.491063,1,1,0,0,0,0.3125,0.999375,0.999375,0.250625,0.0,0.491063,0.43932299999999996,0.323612
001fa861abda39f6,xclick,Truck,1,0.1625,0.733125,0.165103,0.8911819999999999,1,0,0,0,0,0.50875,0.601875,0.1625,0.733125,0.165103,0.8911819999999999,0.577861,0.6031890000000001
00224280c029ddbb,xclick,Bus,1,0.593137,0.95915,0.665033,0.723856,1,0,0,0,0,0.937908,0.95915,0.7385619999999999,0.593137,0.665033,0.714052,0.723856,0.6830069999999999
0022c71c13d0edc6,xclick,Bus,1,0.245,0.769375,0.416667,0.795,1,0,0,0,0,0.618125,0.769375,0.505,0.245,0.416667,0.609167,0.795,0.7275
0022fdfc1880d432,xclick,Truck,1,0.0,0.215625,0.258333,0.561667,1,1,0,0,0,0.09625,0.215625,0.0,0.0,0.258333,0.358333,0.561667,0.540833
0022fdfc1880d432,xclick,Truck,1,0.034375,0.943125,0.154167,0.854167,1,0,0,0,0,0.608125,0.943125,0.383125,0.034375,0.154167,0.629167,0.854167,0.4975
002521102ecfac4c,xclick,Bus,1,0.294167,0.863333,0.335625,0.885625,0,0,0,0,0,0.64,0.863333,0.740833,0.294167,0.335625,0.53375,0.885625,0.5725
0025e76bf1c441bf,xclick,Truck,1,0.12625,0.2,0.400833,0.465,0,0,0,0,0,0.15875,0.12625,0.1675,0.2,0.400833,0.43083299999999997,0.465,0.456667
0025e76bf1c441bf,xclick,Truck,1,0.179375,0.24125,0.3975,0.47,1,0,0,0,0,0.20625,0.24125,0.20625,0.179375,0.3975,0.449167,0.47,0.400833
0025e76bf1c441bf,xclick,Truck,1,0.351875,0.999375,0.0,0.999167,1,1,0,0,0,0.775625,0.999375,0.783125,0.351875,0.0,0.365833,0.999167,0.7525
0026b117bb17880a,xclick,Truck,1,0.024375,0.708125,0.348333,0.651667,0,1,0,0,0,0.611875,0.708125,0.10375,0.024375,0.651667,0.468333,0.348333,0.4475
00272dd158c0663a,xclick,Truck,1,0.12625,0.82125,0.13508399999999998,0.8499059999999999,1,0,0,0,0,0.12625,0.49,0.82125,0.48,0.24015,0.13508399999999998,0.7242029999999999,0.8499059999999999
0028ce95bf98cb9a,xclick,Truck,1,0.104375,0.88375,0.358646,0.861848,0,0,0,0,0,0.575,0.88375,0.45875,0.104375,0.358646,0.5681609999999999,0.861848,0.611162
0028ce95bf98cb9a,xclick,Truck,1,0.710625,0.965625,0.08325700000000001,0.231473,0,0,0,0,0,0.710625,0.860625,0.965625,0.800625,0.16011,0.08325700000000001,0.165599,0.231473
00296b0c54457743,activemil,Truck,1,0.001875,0.915625,0.23333299999999998,0.968333,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00296b0c54457743,xclick,Bus,1,0.0,0.97625,0.25166700000000003,0.9658329999999999,0,1,0,0,0,0.0125,0.0,0.388125,0.97625,0.25166700000000003,0.3275,0.9658329999999999,0.660833
00296b0c54457743,xclick,Truck,1,0.856875,0.999375,0.6533329999999999,0.844167,1,1,0,0,0,0.945,0.856875,0.999375,0.923125,0.6533329999999999,0.66,0.776667,0.844167
002aeab534f0007a,xclick,Bus,1,0.215,0.2475,0.416667,0.464167,0,0,0,0,0,0.2275,0.215,0.2475,0.243125,0.416667,0.456667,0.4375,0.464167
002b11030ee89858,xclick,Truck,1,0.338125,0.721875,0.27110700000000004,0.8311440000000001,0,0,0,0,0,0.525,0.721875,0.631875,0.338125,0.27110700000000004,0.50469,0.8311440000000001,0.703565
002c48dd05cc3b85,xclick,Bus,1,0.081875,0.961875,0.059099,0.941839,0,0,0,0,0,0.799375,0.961875,0.7375,0.081875,0.059099,0.48405299999999996,0.941839,0.8142590000000001
002d16836e9fae5e,xclick,Truck,1,0.013125,0.861875,0.209193,0.9606,1,0,0,0,0,0.733125,0.861875,0.013125,0.24375,0.209193,0.380863,0.6810510000000001,0.9606
002d8e9b02252a4c,xclick,Bus,1,0.220625,0.7675,0.040833,0.775833,0,0,0,0,0,0.53375,0.7675,0.54,0.220625,0.040833,0.295833,0.775833,0.31666700000000003
002dab7b4f062545,xclick,Truck,1,0.275625,0.86625,0.086667,0.91,1,0,0,0,0,0.60875,0.86625,0.275625,0.7175,0.086667,0.53,0.691667,0.91
002ed4b2e22b51e6,xclick,Bus,1,0.0,0.908125,0.163697,0.430958,1,1,0,0,0,0.798125,0.908125,0.79625,0.0,0.163697,0.346325,0.430958,0.276169
00310d0abf32cc01,xclick,Bus,1,0.0,0.896875,0.0,0.999066,0,1,0,0,0,0.554375,0.0,0.41875,0.896875,0.0,0.436975,0.999066,0.7507
00310d0abf32cc01,xclick,Bus,1,0.88875,0.97375,0.37441599999999997,0.7329600000000001,1,0,0,0,0,0.916875,0.904375,0.88875,0.97375,0.37441599999999997,0.7329600000000001,0.38282,0.439776
00322d6b899f0fed,xclick,Truck,1,0.057616999999999995,0.211914,0.436012,0.767857,1,0,0,0,0,0.07910199999999999,0.057616999999999995,0.211914,0.13183599999999998,0.436012,0.578869,0.558036,0.767857
00347f583cd63d8f,xclick,Bus,1,0.275,0.938125,0.4475,0.7975,0,0,0,0,0,0.473125,0.275,0.53625,0.938125,0.4475,0.568333,0.7975,0.678333
0034bd453281c508,xclick,Truck,1,0.289375,0.705625,0.245833,0.78,1,0,0,0,0,0.513125,0.289375,0.705625,0.318125,0.245833,0.568333,0.509167,0.78
003551f1525e49af,xclick,Truck,1,0.303125,0.929375,0.374167,0.911667,0,0,0,0,0,0.61,0.929375,0.303125,0.47625,0.374167,0.743333,0.776667,0.911667
0036a36486be5fa0,xclick,Truck,1,0.076875,0.9,0.268333,0.6775,0,0,0,0,0,0.440625,0.9,0.076875,0.690625,0.268333,0.568333,0.579167,0.6775
0036c88ed5a96b00,xclick,Truck,1,0.0,0.996875,0.135417,0.758333,1,1,0,0,0,0.05625,0.0,0.740625,0.996875,0.135417,0.602083,0.758333,0.39375
003701c6de4ab948,xclick,Truck,1,0.140625,0.16375,0.533333,0.574167,1,0,0,0,0,0.149375,0.140625,0.145625,0.16375,0.533333,0.553333,0.574167,0.543333
003701c6de4ab948,xclick,Truck,1,0.255625,0.685625,0.31083299999999997,0.763333,0,0,0,0,0,0.490625,0.255625,0.654375,0.685625,0.31083299999999997,0.5175,0.763333,0.639167
003a166309fb75cc,xclick,Truck,1,0.301297,0.735317,0.265046,0.802083,0,0,0,0,0,0.45537799999999995,0.301297,0.42181499999999994,0.735317,0.265046,0.53588,0.802083,0.342593
003a166309fb75cc,xclick,Truck,1,0.574371,0.999237,0.131944,0.990741,1,0,0,0,0,0.856598,0.999237,0.574371,0.980168,0.131944,0.299769,0.732639,0.990741
003c626822b36f8c,xclick,Truck,1,0.116203,0.90671,0.545673,0.9975959999999999,1,1,0,0,0,0.643208,0.90671,0.116203,0.222586,0.545673,0.8413459999999999,0.8413459999999999,0.9975959999999999
003c79998bb42640,xclick,Bus,1,0.023684,0.14868399999999998,0.597959,0.6612239999999999,0,0,0,1,0,0.094737,0.063158,0.023684,0.14868399999999998,0.597959,0.6612239999999999,0.653061,0.6122449999999999
003c79998bb42640,xclick,Bus,1,0.41973699999999997,0.594737,0.6122449999999999,0.730612,0,0,0,1,0,0.536842,0.594737,0.580263,0.41973699999999997,0.6122449999999999,0.691837,0.730612,0.618367
003d689c47e27006,xclick,Truck,1,0.0,0.99625,0.248428,0.9989520000000001,1,0,0,0,0,0.69625,0.99625,0.0,0.280625,0.248428,0.808176,0.8595389999999999,0.9989520000000001
003d6accff1ccb37,xclick,Truck,1,0.0525,0.718125,0.698333,0.999167,1,1,0,0,0,0.323125,0.718125,0.57125,0.0525,0.698333,0.969167,0.999167,0.921667
003df8cf2effae50,activemil,Bus,1,0.161133,0.647461,0.35026,0.776042,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
003ed92b6eb43e1b,xclick,Truck,1,0.0,0.999375,0.0,0.5475,1,1,0,0,0,0.749375,0.999375,0.0,0.50375,0.0,0.303333,0.2875,0.5475
003feb1cdcd1c3e8,xclick,Truck,1,0.0,0.999167,0.06125,0.999375,1,1,0,0,0,0.723333,0.0,0.396667,0.999167,0.999375,0.7025,0.06125,0.516875
0040699926269c72,xclick,Bus,1,0.000625,0.98875,0.014237999999999999,0.959799,0,0,0,1,0,0.45125,0.000625,0.98875,0.7575,0.014237999999999999,0.242044,0.765494,0.959799
0040be4d13e468e3,xclick,Bus,1,0.170625,0.819375,0.105,0.6825,1,0,0,0,0,0.4825,0.170625,0.819375,0.52,0.105,0.408333,0.474167,0.6825
0040be4d13e468e3,xclick,Bus,1,0.814375,0.880625,0.2825,0.463333,1,0,0,0,0,0.82875,0.835625,0.814375,0.880625,0.2825,0.463333,0.313333,0.358333
0043da1ff6622b4f,xclick,Truck,1,0.48,0.9025,0.22045,0.7851779999999999,1,0,0,0,0,0.6575,0.9025,0.48,0.85875,0.22045,0.48405299999999996,0.42964399999999997,0.7851779999999999
0045bda5f47536ae,xclick,Truck,1,0.08375,0.378125,0.323333,0.88,1,0,0,0,0,0.188125,0.08375,0.259375,0.378125,0.323333,0.6575,0.88,0.4425
0045bda5f47536ae,xclick,Truck,1,0.103125,0.855625,0.003333,0.945,0,0,0,0,0,0.178125,0.103125,0.855625,0.61125,0.003333,0.2425,0.735,0.945
0045d88407bab692,xclick,Bus,1,0.063125,0.895,0.094167,0.935,0,0,0,0,0,0.3425,0.895,0.6975,0.063125,0.094167,0.599167,0.935,0.76
0046022a3de49481,xclick,Bus,1,0.0,0.126875,0.3175,0.62,0,1,0,0,0,0.0425,0.04625,0.0,0.126875,0.3175,0.62,0.495,0.4175
0046022a3de49481,xclick,Bus,1,0.128125,0.268125,0.36375,0.54625,1,0,0,0,0,0.1975,0.268125,0.2025,0.128125,0.36375,0.415,0.54625,0.4325
0046022a3de49481,xclick,Bus,1,0.24375,0.371875,0.34125,0.5175,1,0,0,0,0,0.295,0.274375,0.24375,0.371875,0.34125,0.5175,0.36375,0.42375
0046022a3de49481,xclick,Bus,1,0.359375,0.5075,0.36625,0.475,1,0,0,0,0,0.4425,0.3875,0.359375,0.5075,0.36625,0.475,0.36625,0.46375
00465a3f459800fc,xclick,Bus,1,0.50875,0.615625,0.697936,0.908068,0,0,0,0,0,0.569375,0.54,0.50875,0.615625,0.697936,0.908068,0.734522,0.74015
00465a3f459800fc,xclick,Bus,1,0.618125,0.721875,0.692308,0.788931,1,0,0,0,0,0.65375,0.64125,0.618125,0.721875,0.692308,0.788931,0.75985,0.701689
00465a3f459800fc,xclick,Bus,1,0.934375,0.976875,0.6848029999999999,0.875235,1,0,0,0,0,0.945625,0.934375,0.976875,0.935625,0.6848029999999999,0.875235,0.767355,0.69606
004846b7de6995f2,xclick,Truck,1,0.043125,0.10125,0.521886,0.62037,0,0,0,0,0,0.043125,0.10125,0.1,0.044375,0.521886,0.526936,0.62037,0.62037
004846b7de6995f2,xclick,Truck,1,0.18375,0.843125,0.280303,0.811448,0,0,0,0,0,0.6075,0.843125,0.18375,0.616875,0.280303,0.72138,0.599327,0.811448
004ad4929992ac10,xclick,Bus,1,0.0,0.375625,0.618834,0.93991,1,1,0,0,0,0.004375,0.005625,0.0,0.375625,0.618834,0.93991,0.8,0.852018
004b1e697e3ffdf9,xclick,Bus,1,0.176875,0.808125,0.281426,0.795497,0,0,0,0,0,0.605625,0.808125,0.59,0.176875,0.281426,0.666041,0.795497,0.525328
004b3dccdc129f53,xclick,Bus,1,0.0,0.468125,0.0,0.949953,1,1,0,0,0,0.00875,0.0,0.001875,0.468125,0.0,0.411709,0.949953,0.592068
004c571ad25e5249,xclick,Truck,1,0.0,0.125333,0.422691,0.790161,1,1,0,0,0,0.0,0.0,0.000667,0.125333,0.422691,0.493976,0.776104,0.790161
004c571ad25e5249,xclick,Truck,1,0.067333,0.147333,0.581325,0.72992,1,0,0,0,0,0.067333,0.084,0.10066699999999999,0.147333,0.5923689999999999,0.581325,0.72992,0.723896
004c571ad25e5249,xclick,Truck,1,0.070667,0.906,0.21084299999999997,0.9618469999999999,0,0,0,0,0,0.45,0.906,0.517333,0.070667,0.21084299999999997,0.665663,0.9618469999999999,0.554217
004c571ad25e5249,xclick,Truck,1,0.773333,0.999333,0.418675,0.8845379999999999,1,1,0,0,0,0.773333,0.837333,0.932667,0.999333,0.461847,0.418675,0.8845379999999999,0.7399600000000001
004e03d45963728e,xclick,Bus,1,0.290625,0.71625,0.24319200000000002,0.797183,0,0,0,0,0,0.558125,0.71625,0.575,0.290625,0.24319200000000002,0.5511739999999999,0.797183,0.613146
004e03d45963728e,xclick,Bus,1,0.87875,0.97375,0.414084,0.48356800000000005,1,0,0,0,0,0.910625,0.911875,0.87875,0.97375,0.414084,0.48356800000000005,0.43568100000000004,0.431925
004e1464d275c6c9,xclick,Bus,1,0.0,0.089375,0.471875,0.64625,0,1,0,0,0,0.019375,0.0,0.05375,0.089375,0.471875,0.509375,0.64625,0.61375
004e1464d275c6c9,xclick,Bus,1,0.154375,0.26375,0.485625,0.601875,0,0,0,0,0,0.229375,0.154375,0.2075,0.26375,0.485625,0.550625,0.601875,0.58625
004e1464d275c6c9,xclick,Bus,1,0.268125,0.711875,0.411875,0.785625,0,0,0,0,0,0.523125,0.268125,0.711875,0.475625,0.411875,0.655,0.58375,0.785625
004e26b41de45ed0,xclick,Bus,1,0.0,0.998611,0.0,0.9981479999999999,1,1,0,0,0,0.40555599999999997,0.998611,0.8194440000000001,0.0,0.0,0.62037,0.9981479999999999,0.5
004e5085b8127281,xclick,Bus,1,0.0,0.21,0.340833,0.650833,1,1,0,0,0,0.12375,0.21,0.060625,0.0,0.340833,0.36,0.650833,0.5475
004e5085b8127281,xclick,Bus,1,0.09375,0.883125,0.17416700000000002,0.808333,0,0,0,0,0,0.25375,0.09375,0.883125,0.455,0.17416700000000002,0.724167,0.705,0.808333
004e5085b8127281,xclick,Bus,1,0.43,0.66375,0.504167,0.609167,1,0,0,0,0,0.525625,0.451875,0.43,0.66375,0.504167,0.609167,0.581667,0.525
004e5085b8127281,xclick,Bus,1,0.719375,0.98,0.43083299999999997,0.605833,1,0,0,0,0,0.921875,0.98,0.915625,0.719375,0.43083299999999997,0.515,0.605833,0.5025
004f297994c65d21,xclick,Bus,1,0.06625,0.794375,0.056666999999999995,0.843333,0,0,0,0,0,0.350625,0.06625,0.515,0.794375,0.056666999999999995,0.307778,0.843333,0.661111
004f6e39c8d889bc,xclick,Truck,1,0.0,0.5925,0.0,0.9471200000000001,1,1,0,0,0,0.0,0.5925,0.354375,0.0,0.9471200000000001,0.288008,0.0,0.30689299999999997
0052607b78f01646,xclick,Truck,1,0.0525,0.98875,0.0,0.993333,0,1,0,0,0,0.520625,0.98875,0.26875,0.0525,0.993333,0.719167,0.0,0.504167
00529df801a3e15a,xclick,Bus,1,0.026875,0.999375,0.158333,0.699167,0,1,0,0,0,0.991875,0.609375,0.026875,0.999375,0.158333,0.699167,0.41,0.365
0054a7ba5f5b9ee7,xclick,Truck,1,0.0,0.9984379999999999,0.0,0.8546879999999999,0,1,0,0,0,0.585938,0.9984379999999999,0.0,0.614062,0.0,0.353125,0.275,0.8546879999999999
0054ec3a97640f3f,xclick,Truck,1,0.0,0.084375,0.3225,0.7425,0,1,0,0,0,0.001875,0.0,0.01375,0.084375,0.3225,0.540833,0.7425,0.520833
0054ec3a97640f3f,xclick,Truck,1,0.076875,0.858125,0.115,0.86,0,0,0,0,0,0.616875,0.858125,0.589375,0.076875,0.115,0.304167,0.86,0.633333
0055bdcd0c2965ca,xclick,Bus,1,0.000625,0.056875,0.12016600000000001,0.874309,1,1,0,0,0,0.035,0.008125,0.000625,0.056875,0.12016600000000001,0.874309,0.5511050000000001,0.138122
0055bdcd0c2965ca,xclick,Bus,1,0.04875,0.975625,0.019337,0.975138,0,0,0,0,0,0.34875,0.555,0.04875,0.975625,0.019337,0.975138,0.64779,0.483425
0055bdcd0c2965ca,xclick,Bus,1,0.889375,0.999375,0.208564,0.904696,1,1,0,0,0,0.974375,0.889375,0.95625,0.999375,0.208564,0.219613,0.904696,0.64779
00573ca2c47642ec,xclick,Truck,1,0.245,0.885,0.098333,0.810833,0,0,0,0,0,0.741875,0.885,0.5675,0.245,0.098333,0.165,0.810833,0.7125
0057b792f7bc2e6b,activemil,Truck,1,0.248125,0.7975,0.042254,0.901408,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
0057b792f7bc2e6b,xclick,Truck,1,0.326875,0.715625,0.658216,0.885446,1,0,0,0,0,0.331875,0.715625,0.36125,0.326875,0.658216,0.834742,0.885446,0.803756
0058ee4249e2e83f,xclick,Truck,1,0.164167,0.916667,0.159375,0.54,0,0,0,0,0,0.390833,0.916667,0.540833,0.164167,0.159375,0.4225,0.54,0.4275
005a899ef30efc10,xclick,Bus,1,0.30375,0.773125,0.041525,0.8262709999999999,0,0,0,0,0,0.64875,0.576875,0.30375,0.773125,0.8262709999999999,0.041525,0.46864399999999995,0.33305100000000004
005a899ef30efc10,xclick,Bus,1,0.79625,0.81125,0.217797,0.235593,1,0,0,0,0,0.805,0.81125,0.81,0.79625,0.217797,0.230508,0.235593,0.222881
